,Player,dob,year,month,day,trimestre,Deporte
53362,Brock Motum,"Oct 16, 1990",1990,10,16,4,Baloncesto
53363,Melvin Ejim,"Mar 4, 1991",1991,3,4,1,Baloncesto
53364,Duje Dukan,"Dec 4, 1991",1991,12,4,4,Baloncesto
53365,Alex Lopez,"May 8, 1991",1991,5,8,2,Baloncesto
53366,Mamadou Niang,"Jan 1, 1994",1994,1,1,1,Baloncesto
53367,Joan Sastre,"Dec 10, 1991",1991,12,10,4,Baloncesto
53368,Rudy Fernandez,"Apr 4, 1985",1985,4,4,2,Baloncesto
53369,Pepe Pozas,"May 14, 1992",1992,5,14,2,Baloncesto
53370,Oriol Pauli,"May 20, 1994",1994,5,20,2,Baloncesto
53371,Nicolas Richotti,"Oct 17, 1986",1986,10,17,4,Baloncesto
53373,Tomasz Gielo,"Jan 4, 1993",1993,1,4,1,Baloncesto
53374,Thomas Schreiner,"Feb 3, 1987",1987,2,3,1,Baloncesto
53375,Osas Ehigitor,"Oct 30, 1999",1999,10,30,4,Baloncesto
53376,Pere Tomas,"Sep 5, 1989",1989,9,5,3,Baloncesto
53377,Frank Elegar,"Dec 3, 1986",1986,12,3,4,Baloncesto
53378,Jordan Sakho,"Apr 4, 1997",1997,4,4,2,Baloncesto
53379,Vit Krejci,"Jun 19, 2000",2000,6,19,2,Baloncesto
53381,Albert Ventura,"Apr 7, 1992",1992,4,7,2,Baloncesto
53382,Dragan Apic,"Oct 3, 1995",1995,10,3,4,Baloncesto
53383,Kostas Vasiliadis,"Mar 15, 1984",1984,3,15,1,Baloncesto
53385,Xavi Rabaseda,"Feb 24, 1989",1989,2,24,1,Baloncesto
53386,Pablo Almazan,"Jan 15, 1989",1989,1,15,1,Baloncesto
53387,Nacho Martin,"Apr 22, 1983",1983,4,22,2,Baloncesto
53388,Zoran Dragic,"Jun 22, 1989",1989,6,22,2,Baloncesto
53389,Fran Guerra,"Dec 23, 1992",1992,12,23,4,Baloncesto
53390,Dino Radoncic,"Jan 8, 1999",1999,1,8,1,Baloncesto
53391,Arturs Zagars,"Apr 21, 2000",2000,4,21,2,Baloncesto
53392,Alex Barrera,"Apr 1, 1992",1992,4,1,2,Baloncesto
53393,Ruben Guerrero,"Oct 22, 1995",1995,10,22,4,Baloncesto
53394,Miquel Salvo,"Nov 3, 1994",1994,11,3,4,Baloncesto
53395,Maxime De Zeeuw,"Apr 26, 1987",1987,4,26,2,Baloncesto
53396,Ivan Cruz,"Oct 24, 1991",1991,10,24,4,Baloncesto
53398,Dusan Sakota,"Apr 22, 1986",1986,4,22,2,Baloncesto
53399,Nikola Radicevic,"Apr 25, 1994",1994,4,25,2,Baloncesto
53400,E.J. Rowland,"May 18, 1983",1983,5,18,2,Baloncesto
53401,Fran Vazquez,"May 1, 1983",1983,5,1,2,Baloncesto
53402,Guillem Jou,"Jul 15, 1997",1997,7,15,3,Baloncesto
53404,Georgios Bogris,"Feb 19, 1989",1989,2,19,1,Baloncesto
53405,Felipe Reyes,"Mar 16, 1980",1980,3,16,1,Baloncesto
53406,Pau Ribas,"Mar 2, 1987",1987,3,2,1,Baloncesto
53407,Alex Suarez,"Sep 27, 1993",1993,9,27,3,Baloncesto
53408,Rolands Smits,"Jun 25, 1995",1995,6,25,2,Baloncesto
53409,Aleksa Avramovic,"Oct 25, 1994",1994,10,25,4,Baloncesto
53410,Lahaou Konate,"Nov 17, 1991",1991,11,17,4,Baloncesto
53411,Aleix Font,"Mar 11, 1998",1998,3,11,1,Baloncesto
53412,Tomeu Rigo,"May 8, 1997",1997,5,8,2,Baloncesto
53413,Kevin Tumba,"Feb 23, 1991",1991,2,23,1,Baloncesto
53414,Edgar Vicedo,"Aug 24, 1994",1994,8,24,3,Baloncesto
53415,Javier Vega,"Jan 5, 1988",1988,1,5,1,Baloncesto
53416,Joel Parra,"Apr 4, 2000",2000,4,4,2,Baloncesto
53417,Fabio Santana,"Jun 9, 1992",1992,6,9,2,Baloncesto
53418,David Navarro,"May 17, 1983",1983,5,17,2,Baloncesto
53419,Nick Spires,"Feb 25, 1994",1994,2,25,1,Baloncesto
53421,Sergi Garcia,"Feb 17, 1997",1997,2,17,1,Baloncesto
53422,Pep Busquets,"Mar 2, 1999",1999,3,2,1,Baloncesto
53423,Javi Garcia,"Apr 6, 2001",2001,4,6,2,Baloncesto
53424,Guillem Colom,"Sep 16, 1991",1991,9,16,3,Baloncesto
53425,Miguel Gonzalez,"Mar 20, 1999",1999,3,20,1,Baloncesto
53426,Adams Sola,"Jul 27, 2000",2000,7,27,3,Baloncesto
53429,Derrick Wilson,"Jan 29, 1992",1992,1,29,1,Baloncesto
53433,Elvar Fridriksson,"Nov 11, 1994",1994,11,11,4,Baloncesto
53435,Jordan Semple,"Aug 12, 1992",1992,8,12,3,Baloncesto
53439,Lazar Radosavljevic,"Apr 9, 1991",1991,4,9,2,Baloncesto
53442,Martin Pahlmblad,"May 9, 1986",1986,5,9,2,Baloncesto
53443,Georgio Milligan,"Jul 26, 1990",1990,7,26,3,Baloncesto
53445,Denzel Andersson,"Sep 21, 1996",1996,9,21,3,Baloncesto
53449,Adam Ronnqvist,"Nov 10, 1991",1991,11,10,4,Baloncesto
53451,Daniel Mortensen,"Oct 21, 1994",1994,10,21,4,Baloncesto
53452,Anton J. Gaddefors,"Nov 4, 1989",1989,11,4,4,Baloncesto
53453,Nathan Dawit,"Dec 9, 1994",1994,12,9,4,Baloncesto
53455,Jonathan Person,"Feb 10, 1993",1993,2,10,1,Baloncesto
53456,Bryan Alberts,"Dec 29, 1994",1994,12,29,4,Baloncesto
53458,Anes Zekovic,"Oct 22, 1995",1995,10,22,4,Baloncesto
53460,William Gutenius,"Sep 17, 1992",1992,9,17,3,Baloncesto
53461,Niklas Larsson,"Apr 28, 1994",1994,4,28,2,Baloncesto
53464,Andreas Person,"Mar 18, 1991",1991,3,18,1,Baloncesto
53465,Tim Schuberg,"Apr 27, 1995",1995,4,27,2,Baloncesto
53466,Jonathan Peleg,"Aug 21, 1994",1994,8,21,3,Baloncesto
53468,Axel Nordstrom,"Dec 13, 1991",1991,12,13,4,Baloncesto
53469,Anton Saks,"Aug 11, 1989",1989,8,11,3,Baloncesto
53471,Daniel Johansson,"Apr 4, 1998",1998,4,4,2,Baloncesto
53473,Ernests Kalve,"Apr 4, 1987",1987,4,4,2,Baloncesto
53474,Mathias Christensen,"Jun 30, 1995",1995,6,30,2,Baloncesto
53475,Carl Engstrom,"Sep 26, 1991",1991,9,26,3,Baloncesto
53476,Adam Presutti,"May 8, 1992",1992,5,8,2,Baloncesto
53479,Thomas Massamba,"Mar 28, 1985",1985,3,28,1,Baloncesto
53480,Sheriff Drammeh,"Jun 8, 1996",1996,6,8,2,Baloncesto
53481,Pelle Larsson,"Feb 23, 2001",2001,2,23,1,Baloncesto
53482,Felix Terins,"Apr 24, 1998",1998,4,24,2,Baloncesto
53484,Daniel Hansson,"Jan 24, 1997",1997,1,24,1,Baloncesto
53485,Jaan Puidet,"Jan 4, 1992",1992,1,4,1,Baloncesto
53486,Anton Kobylak-Berglund,"Jun 26, 1996",1996,6,26,2,Baloncesto
53487,Dino Pita,"Sep 20, 1988",1988,9,20,3,Baloncesto
53488,Fredrik Andersson,"Jul 3, 1993",1993,7,3,3,Baloncesto
53489,Abdou Medjedoub,"Jul 17, 1993",1993,7,17,3,Baloncesto
53490,Tim Kearney,"Sep 11, 1986",1986,9,11,3,Baloncesto
53492,Andre Nilsson,"Sep 10, 1990",1990,9,10,3,Baloncesto
53493,Simon Gunnarsson,"Apr 19, 1995",1995,4,19,2,Baloncesto
53494,Alexander Larsson,"Aug 14, 1995",1995,8,14,3,Baloncesto
53496,Charles Barton,"Jan 7, 1992",1992,1,7,1,Baloncesto
53497,Albin Hall-Eriksson,"May 23, 1996",1996,5,23,2,Baloncesto
53499,Marshall Nelson,"Jan 31, 1994",1994,1,31,1,Baloncesto
53500,Brandon Barton,"Jan 26, 1988",1988,1,26,1,Baloncesto
53501,Alexandros Varytimiadis,"Jun 21, 1994",1994,6,21,2,Baloncesto
53504,Lukas Friberg,"Sep 7, 1995",1995,9,7,3,Baloncesto
53505,Jonatan Bohman,"Apr 14, 1992",1992,4,14,2,Baloncesto
53507,Daniel Eliasson,"Oct 11, 1992",1992,10,11,4,Baloncesto
53508,Nils Johansson,"Jun 15, 1997",1997,6,15,2,Baloncesto
53509,Alan Zekovic,"Aug 19, 1998",1998,8,19,3,Baloncesto
53510,Hans Gustav Moberg,"Feb 22, 2000",2000,2,22,1,Baloncesto
53512,Morten Bulow,"Jan 10, 1999",1999,1,10,1,Baloncesto
53513,John Brandmark,"Jul 28, 1997",1997,7,28,3,Baloncesto
53514,Mikael Axelsson,"Sep 29, 1994",1994,9,29,3,Baloncesto
53515,Simas Buterlevicius,"Apr 18, 1989",1989,4,18,2,Baloncesto
53516,Valter Lindstrom,"Feb 4, 1995",1995,2,4,1,Baloncesto
53517,Adam Ramstedt,"Jul 24, 1995",1995,7,24,3,Baloncesto
53518,John Thornblom,"May 22, 2000",2000,5,22,2,Baloncesto
53519,Ludvig Johansson,"Feb 11, 1998",1998,2,11,1,Baloncesto
53520,Kristoffer Gafor,"May 27, 1992",1992,5,27,2,Baloncesto
53521,Hampus Ahlin,"May 26, 1995",1995,5,26,2,Baloncesto
53522,Karim Wazzi,"Dec 2, 1988",1988,12,2,4,Baloncesto
53523,Anton Leth,"Dec 18, 1997",1997,12,18,4,Baloncesto
53524,Brice Massamba,"Jul 8, 1988",1988,7,8,3,Baloncesto
53525,Egal Saleman,"Jun 29, 1988",1988,6,29,2,Baloncesto
53526,Carl Hansson,"Mar 6, 1998",1998,3,6,1,Baloncesto
53527,Lucas Lind,"Apr 16, 1998",1998,4,16,2,Baloncesto
53528,Jacob Johansson,"May 19, 1995",1995,5,19,2,Baloncesto
53529,Craig Lecesne,"Mar 25, 1997",1997,3,25,1,Baloncesto
53530,Jonas Rusom,"Jun 2, 1994",1994,6,2,2,Baloncesto
53531,Olle Stumer,"Jun 27, 2000",2000,6,27,2,Baloncesto
53532,Max Tandberg,"Feb 1, 1995",1995,2,1,1,Baloncesto
53533,Albin Frank,"Sep 22, 1990",1990,9,22,3,Baloncesto
53534,Hampus Ramstedt,"Jun 24, 1999",1999,6,24,2,Baloncesto
53535,Alexander Semere Yemane,"Jul 3, 1999",1999,7,3,3,Baloncesto
53536,Adam Karahmetovic,"Sep 26, 1998",1998,9,26,3,Baloncesto
53537,Jesper Wennerholm,"Nov 24, 1996",1996,11,24,4,Baloncesto
53538,Tim Carlsten,"Mar 6, 2000",2000,3,6,1,Baloncesto
53539,John Palsson,"Apr 8, 1999",1999,4,8,2,Baloncesto
53540,Erik Juhlin,"Oct 12, 2000",2000,10,12,4,Baloncesto
53541,Ville Larsson,"Feb 16, 1999",1999,2,16,1,Baloncesto
53542,Sebastian Lindkvist,"Mar 3, 1994",1994,3,3,1,Baloncesto
53545,NaNa Harding,"Jan 17, 1981",1981,1,17,1,Baloncesto
53547,Dusan Mladjan,"Nov 16, 1986",1986,11,16,4,Baloncesto
53557,Marko Mladjan,"Mar 26, 1993",1993,3,26,1,Baloncesto
53558,Bryan Colon,"Feb 17, 1992",1992,2,17,1,Baloncesto
53560,Milos Jankovic,"Jun 28, 1994",1994,6,28,2,Baloncesto
53561,Maleye N'Doyle,"Aug 19, 1980",1980,8,19,3,Baloncesto
53563,Nemanja Calasan,"Nov 24, 1985",1985,11,24,4,Baloncesto
53565,Laurynas Samenas,"Oct 12, 1988",1988,10,12,4,Baloncesto
53566,Slobodan Miljanic,"Sep 18, 1990",1990,9,18,3,Baloncesto
53568,Cheikh Sane,"May 4, 1992",1992,5,4,2,Baloncesto
53570,Kevin Monteiro,"Aug 14, 1994",1994,8,14,3,Baloncesto
53571,Almir Hasandic,"Oct 19, 1990",1990,10,19,4,Baloncesto
53572,Uros Nikolic,"Apr 25, 1987",1987,4,25,2,Baloncesto
53575,Natan Jurkovitz,"Apr 4, 1995",1995,4,4,2,Baloncesto
53576,Noe Anabir,"May 28, 1995",1995,5,28,2,Baloncesto
53579,Dainius Chatkevicius,"Jul 9, 1995",1995,7,9,3,Baloncesto
53580,Juraj Kozic,"Mar 24, 1995",1995,3,24,1,Baloncesto
53582,Juan Cabot,"Apr 28, 1988",1988,4,28,2,Baloncesto
53585,Arnaud Cotture,"Aug 9, 1995",1995,8,9,3,Baloncesto
53588,Jonathan Dubas,"Mar 4, 1991",1991,3,4,1,Baloncesto
53589,Eric Fongue,"Feb 25, 1991",1991,2,25,1,Baloncesto
53590,Boris Mbala,"Jan 19, 1996",1996,1,19,1,Baloncesto
53593,Ilija Vranic,"Jun 15, 1997",1997,6,15,2,Baloncesto
53594,Marko Boltic,"Oct 30, 1987",1987,10,30,4,Baloncesto
53596,Samir Sehic,"Sep 22, 1996",1996,9,22,3,Baloncesto
53597,Ibrahim Camara,"Sep 27, 1998",1998,9,27,3,Baloncesto
53598,Nikola Stevanovic,"Dec 28, 1992",1992,12,28,4,Baloncesto
53599,Selim Moise Fofana,"Jul 8, 1999",1999,7,8,3,Baloncesto
53600,Westher Molteni,"Apr 18, 1987",1987,4,18,2,Baloncesto
53601,Mikael Maruotto,"Apr 3, 1991",1991,4,3,2,Baloncesto
53602,Lucas Pythoud,"Dec 20, 1993",1993,12,20,4,Baloncesto
53603,Joel Wolfisberg,"May 28, 1995",1995,5,28,2,Baloncesto
53604,Branislav Kostic,"Jul 5, 1994",1994,7,5,3,Baloncesto
53605,Joel Fuchs,"Jun 24, 1989",1989,6,24,2,Baloncesto
53606,Robert Zinn,"Feb 22, 1995",1995,2,22,1,Baloncesto
53607,Benoit Hayman,"Jan 6, 1997",1997,1,6,1,Baloncesto
53608,Jeremy Jaunin,"Feb 2, 1991",1991,2,2,1,Baloncesto
53609,Paul Gravet,"Dec 18, 1995",1995,12,18,4,Baloncesto
53610,Brunel Tutonda,"Jan 8, 1989",1989,1,8,1,Baloncesto
53611,Killian Martin,"Apr 3, 1998",1998,4,3,2,Baloncesto
53612,Thomas Jurkovitz,"Jul 27, 1997",1997,7,27,3,Baloncesto
53614,Jeff Dufour,"Sep 29, 1996",1996,9,29,3,Baloncesto
53615,Daniel Andjelkovic,"Oct 26, 1994",1994,10,26,4,Baloncesto
53616,Marlon Kessler,"Jan 10, 1998",1998,1,10,1,Baloncesto
53617,Yoan Granvorka,"Nov 26, 1998",1998,11,26,4,Baloncesto
53618,Eliott Kubler,"Jul 10, 1998",1998,7,10,3,Baloncesto
53619,Victor Desponds,"Apr 23, 1998",1998,4,23,2,Baloncesto
53621,Andrea Bracelli,"Jan 31, 1997",1997,1,31,1,Baloncesto
53622,Stefan Ivanovic,"Aug 20, 1986",1986,8,20,3,Baloncesto
53623,Nelson Moke,"May 23, 1998",1998,5,23,2,Baloncesto
53624,Gilles Martin,"Nov 12, 1989",1989,11,12,4,Baloncesto
53625,William Van Rooji,"May 6, 1993",1993,5,6,2,Baloncesto
53626,Uros Slokar,"May 14, 1983",1983,5,14,2,Baloncesto
53627,Andres Rodriguez,"May 2, 1988",1988,5,2,2,Baloncesto
53628,Haris Jusovic,"Oct 11, 2002",2002,10,11,4,Baloncesto
53629,Alexander Martino,"Aug 29, 1998",1998,8,29,3,Baloncesto
53630,Laurent Raphael Zoccoletti,"Nov 17, 1999",1999,11,17,4,Baloncesto
53631,Marco Mouron,"Jun 19, 2001",2001,6,19,2,Baloncesto
53632,Michael Pluess,"Feb 1, 1990",1990,2,1,1,Baloncesto
53634,Alex Hart,"Dec 22, 1995",1995,12,22,4,Baloncesto
53635,Gardner Louissaint,"Jun 1, 1991",1991,6,1,2,Baloncesto
53636,Jason Hatch,"Apr 23, 1995",1995,4,23,2,Baloncesto
53637,Thomas Fritschi,"Jul 17, 1998",1998,7,17,3,Baloncesto
53638,Alex Wilbourn,"Nov 6, 1996",1996,11,6,4,Baloncesto
53639,Bijanu Kashama,"Sep 26, 1991",1991,9,26,3,Baloncesto
53640,Mirnes Ganic,"Dec 25, 2001",2001,12,25,4,Baloncesto
53641,Marc Seylan,"Nov 27, 1992",1992,11,27,4,Baloncesto
53642,Kevin Madiamba,"Feb 18, 1994",1994,2,18,1,Baloncesto
53643,Harry Leucio,"Jun 22, 2001",2001,6,22,2,Baloncesto
53644,Noah Tolu Fruh,"Apr 17, 2000",2000,4,17,2,Baloncesto
53645,Amir Savon,"Apr 30, 1996",1996,4,30,2,Baloncesto
53646,Marin Bavcevic,"Jul 31, 1988",1988,7,31,3,Baloncesto
53647,Kevin Martina,"Apr 14, 2001",2001,4,14,2,Baloncesto
53648,Mawuli-Kplim Asase,"Nov 5, 1999",1999,11,5,4,Baloncesto
53649,Francesco Veri,"Nov 10, 1999",1999,11,10,4,Baloncesto
53650,Mirza Ganic,"Dec 25, 2001",2001,12,25,4,Baloncesto
53651,Brandon Kuba,"May 28, 1998",1998,5,28,2,Baloncesto
53652,Magnus Obim,"Apr 12, 2001",2001,4,12,2,Baloncesto
53653,Justin Solioz,"Mar 3, 2000",2000,3,3,1,Baloncesto
53654,Vigdon Memishi,"Oct 15, 1999",1999,10,15,4,Baloncesto
53655,Valentin Erard,"Oct 26, 1993",1993,10,26,4,Baloncesto
53656,Travis Landenbergue,"Sep 20, 2000",2000,9,20,3,Baloncesto
53657,Oliver Huettenmoser,"Mar 27, 1992",1992,3,27,1,Baloncesto
53658,Stefano Mobilia,"Aug 15, 2000",2000,8,15,3,Baloncesto
53659,Michael Sjoberg,"Oct 31, 1999",1999,10,31,4,Baloncesto
53660,Patrik Kovac,"Jan 26, 2000",2000,1,26,1,Baloncesto
53661,Dusko Lukic,"Feb 10, 1998",1998,2,10,1,Baloncesto
53664,Elmedin Kikanovic,"Sep 2, 1988",1988,9,2,3,Baloncesto
53670,Talib Zanna,"Oct 1, 1990",1990,10,1,4,Baloncesto
53671,Stevan Jelovac,"Jul 8, 1989",1989,7,8,3,Baloncesto
53676,Melih Mahmutoglu,"May 12, 1990",1990,5,12,2,Baloncesto
53681,Kyle Wiltjer,"Oct 20, 1992",1992,10,20,4,Baloncesto
53683,Jordan Morgan,"Sep 15, 1991",1991,9,15,3,Baloncesto
53684,Ivan Buva,"May 6, 1991",1991,5,6,2,Baloncesto
53685,Cevher Ozer,"Jan 24, 1983",1983,1,24,1,Baloncesto
53686,Gregor Hrovat,"Aug 18, 1994",1994,8,18,3,Baloncesto
53687,Amath M'Baye,"Dec 14, 1989",1989,12,14,4,Baloncesto
53688,Moustapha Fall,"Feb 23, 1992",1992,2,23,1,Baloncesto
53696,Jarrod Jones,"May 27, 1990",1990,5,27,2,Baloncesto
53697,Sinan Guler,"Nov 8, 1983",1983,11,8,4,Baloncesto
53700,Ridvan Oncel,"Feb 21, 1997",1997,2,21,1,Baloncesto
53702,Nemanja Djurisic,"Feb 23, 1992",1992,2,23,1,Baloncesto
53703,Mangok Mathiang,"Oct 8, 1992",1992,10,8,4,Baloncesto
53705,Tarik Phillip,"Aug 10, 1993",1993,8,10,3,Baloncesto
53706,Nando De Colo,"Jun 23, 1987",1987,6,23,2,Baloncesto
53707,Gian Clavell,"Nov 26, 1993",1993,11,26,4,Baloncesto
53708,Muhsin Yasar,"Dec 31, 1995",1995,12,31,4,Baloncesto
53709,Ismet Akpinar,"May 22, 1995",1995,5,22,2,Baloncesto
53713,Dwight Coleby,"Jan 16, 1994",1994,1,16,1,Baloncesto
53714,James Birsen,"Apr 6, 1995",1995,4,6,2,Baloncesto
53718,Ahmet Tuncer,"Mar 23, 1993",1993,3,23,1,Baloncesto
53719,Matt Lojeski,"Jul 24, 1985",1985,7,24,3,Baloncesto
53721,Muhammed Baygul,"Jun 3, 1992",1992,6,3,2,Baloncesto
53722,Tai Webster,"May 29, 1995",1995,5,29,2,Baloncesto
53723,Vasilje Micic,"Jan 13, 1994",1994,1,13,1,Baloncesto
53724,Dorukhan Engindeniz,"Nov 29, 1992",1992,11,29,4,Baloncesto
53725,Rodrigue Beaubois,"Feb 24, 1988",1988,2,24,1,Baloncesto
53726,Burak Yildizli,"Apr 22, 1994",1994,4,22,2,Baloncesto
53727,Kartal Ozmizrak,"Aug 29, 1995",1995,8,29,3,Baloncesto
53728,Sarunas Vasiliauskas,"Mar 27, 1989",1989,3,27,1,Baloncesto
53731,Charlon Kloof,"Mar 20, 1990",1990,3,20,1,Baloncesto
53736,Sertac Sanli,"Aug 5, 1991",1991,8,5,3,Baloncesto
53739,Tibor Pleiss,"Nov 2, 1989",1989,11,2,4,Baloncesto
53740,Sehmus Hazer,"Feb 15, 1999",1999,2,15,1,Baloncesto
53741,Mert Celep,"Jun 23, 1995",1995,6,23,2,Baloncesto
53742,Jordan Theodore,"Dec 11, 1989",1989,12,11,4,Baloncesto
53743,Gani Erdi Gulaslan,"Mar 3, 1994",1994,3,3,1,Baloncesto
53744,Baris Ermis,"Jan 3, 1985",1985,1,3,1,Baloncesto
53747,Dogus Ozdemiroglu,"Apr 17, 1996",1996,4,17,2,Baloncesto
53748,Can Korkmaz,"Oct 21, 1992",1992,10,21,4,Baloncesto
53749,Kostas Sloukas,"Jan 15, 1990",1990,1,15,1,Baloncesto
53751,Gary Browne,"Mar 24, 1993",1993,3,24,1,Baloncesto
53752,Mehmet Yagmur,"Jul 1, 1987",1987,7,1,3,Baloncesto
53753,Yigit Arslan,"May 12, 1996",1996,5,12,2,Baloncesto
53754,Deniz Kilicli,"Oct 23, 1990",1990,10,23,4,Baloncesto
53756,Oguz Savas,"Jul 13, 1987",1987,7,13,3,Baloncesto
53757,Luka Babic,"Sep 29, 1991",1991,9,29,3,Baloncesto
53758,Berkan Durmaz,"Feb 20, 1997",1997,2,20,1,Baloncesto
53759,Krunoslav Simon,"Jun 24, 1985",1985,6,24,2,Baloncesto
53760,Nikola Kalinic,"Nov 8, 1991",1991,11,8,4,Baloncesto
53761,Berk Ugurlu,"Apr 27, 1996",1996,4,27,2,Baloncesto
53762,Shane Larkin,"Oct 2, 1992",1992,10,2,4,Baloncesto
53763,Goksenin Koksal,"Jan 8, 1991",1991,1,8,1,Baloncesto
53764,Ahmet Duverioglu,"Mar 4, 1993",1993,3,4,1,Baloncesto
53765,Can Ogut,"Jan 23, 1992",1992,1,23,1,Baloncesto
53766,Semih Erden,"Jul 28, 1986",1986,7,28,3,Baloncesto
53767,Egemen Guven,"Sep 25, 1996",1996,9,25,3,Baloncesto
53768,Joffrey Lauvergne,"Sep 30, 1991",1991,9,30,3,Baloncesto
53769,Metin Turen,"May 2, 1994",1994,5,2,2,Baloncesto
53772,Leo Westermann,"Jul 24, 1992",1992,7,24,3,Baloncesto
53773,Ali Muhammed,"Apr 10, 1983",1983,4,10,2,Baloncesto
53774,Ismail Cem Ulusoy,"Oct 4, 1996",1996,10,4,4,Baloncesto
53775,Metehan Akyel,"Jul 9, 1996",1996,7,9,3,Baloncesto
53777,Samet Geyik,"Jan 12, 1993",1993,1,12,1,Baloncesto
53778,Alperen Sengun,"Jul 25, 2002",2002,7,25,3,Baloncesto
53779,Orhan Haciyeva,"Oct 1, 1989",1989,10,1,4,Baloncesto
53780,Yunus Sonsirma,"Oct 8, 1992",1992,10,8,4,Baloncesto
53781,Ender Arslan,"Jan 13, 1983",1983,1,13,1,Baloncesto
53782,Tolga Gecim,"Mar 27, 1996",1996,3,27,1,Baloncesto
53784,Onuralp Bitim,"Mar 31, 1999",1999,3,31,1,Baloncesto
53785,Birkan Batuk,"Jan 30, 1990",1990,1,30,1,Baloncesto
53786,Yigitcan Saybir,"Feb 27, 1999",1999,2,27,1,Baloncesto
53788,Berk Demir,"May 18, 1995",1995,5,18,2,Baloncesto
53789,Ege Arar,"Sep 2, 1996",1996,9,2,3,Baloncesto
53790,Dogus Balbay,"Jan 21, 1989",1989,1,21,1,Baloncesto
53791,Nusret Yildirim,"Apr 27, 1989",1989,4,27,2,Baloncesto
53792,Cengizhan Ivedi,"Jun 1, 1999",1999,6,1,2,Baloncesto
53793,Caner Ercan,"Sep 29, 1986",1986,9,29,3,Baloncesto
53794,Can Altintig,"Jan 1, 1987",1987,1,1,1,Baloncesto
53795,Ramazan Tekin,"Jul 27, 1993",1993,7,27,3,Baloncesto
53797,Furkan Haltali,"Dec 2, 2002",2002,12,2,4,Baloncesto
53798,Mahir Agva,"Jun 26, 1996",1996,6,26,2,Baloncesto
53799,Muhaymin Mustafa,"Feb 10, 1999",1999,2,10,1,Baloncesto
53800,Ogulcan Baykan,"Jan 7, 1996",1996,1,7,1,Baloncesto
53801,Maxim Mutaf,"Jan 9, 1991",1991,1,9,1,Baloncesto
53803,Izzet Turkyilmaz,"May 20, 1990",1990,5,20,2,Baloncesto
53804,Burak Eslik,"Feb 9, 1994",1994,2,9,1,Baloncesto
53805,Berkay Candan,"May 22, 1993",1993,5,22,2,Baloncesto
53806,Erol Can Cinko,"Aug 15, 1990",1990,8,15,3,Baloncesto
53807,Enes Taskiran,"Jan 17, 1997",1997,1,17,1,Baloncesto
53808,Safak Edge,"Jun 17, 1992",1992,6,17,2,Baloncesto
53809,Yunus Akcay,"Jan 21, 1989",1989,1,21,1,Baloncesto
53810,Kaan Sariaslan,"Aug 13, 1997",1997,8,13,3,Baloncesto
53811,Erkan Veyseloglu,"Mar 13, 1983",1983,3,13,1,Baloncesto
53812,Omer Al,"Feb 3, 1998",1998,2,3,1,Baloncesto
53813,Semih Say,"Mar 11, 1998",1998,3,11,1,Baloncesto
53814,Kadir Bayram,"Sep 13, 1996",1996,9,13,3,Baloncesto
53815,Mehmet Alemdaroglu,"Jul 24, 1996",1996,7,24,3,Baloncesto
53816,Erkan Yilmaz,"Dec 3, 1997",1997,12,3,4,Baloncesto
53817,Gigi Datome,"Nov 27, 1987",1987,11,27,4,Baloncesto
53818,Sinan Saglam,"Mar 6, 1998",1998,3,6,1,Baloncesto
53819,Tevfik Akdamar,"Oct 25, 1994",1994,10,25,4,Baloncesto
53820,Egehan Arna,"Jan 5, 1997",1997,1,5,1,Baloncesto
53821,Ayberk Olmaz,"Jun 8, 1996",1996,6,8,2,Baloncesto
53822,Cenk Akyol,"Apr 16, 1987",1987,4,16,2,Baloncesto
53823,Omer Ilyasoglu,"Jan 1, 2001",2001,1,1,1,Baloncesto
53824,Yigit Vardal,"Jan 26, 1992",1992,1,26,1,Baloncesto
53825,Cevat Alper Ozcan,"Aug 15, 1989",1989,8,15,3,Baloncesto
53826,Mustafa Kurtuldum,"May 10, 2001",2001,5,10,2,Baloncesto
53827,Sadik Emir Kabaca,"Dec 13, 2000",2000,12,13,4,Baloncesto
53828,Polat Kaya,"Jan 6, 1986",1986,1,6,1,Baloncesto
53829,Muhammet Senli,"Jul 16, 1992",1992,7,16,3,Baloncesto
53830,Thomas Akyazili,"Jan 15, 1997",1997,1,15,1,Baloncesto
53831,Dogukan Sanli,"Jan 23, 1995",1995,1,23,1,Baloncesto
53832,Mert Alemdar,"Nov 4, 1991",1991,11,4,4,Baloncesto
53833,Burak Selen,"Nov 14, 1988",1988,11,14,4,Baloncesto
53834,Caner Erdeniz,"Apr 25, 1987",1987,4,25,2,Baloncesto
53835,Hadi Ozdemir,"Jan 30, 1983",1983,1,30,1,Baloncesto
53836,Hasan Emir Gokalp,"Oct 12, 1995",1995,10,12,4,Baloncesto
53837,Altan Erol,"May 28, 1983",1983,5,28,2,Baloncesto
53838,Troy Sav,"Aug 12, 1998",1998,8,12,3,Baloncesto
53839,Tugberk Gedikli,"Oct 13, 1991",1991,10,13,4,Baloncesto
53841,Murat Goktas,"Jan 22, 1987",1987,1,22,1,Baloncesto
53842,Tunahan Dikmen,"Jul 12, 1994",1994,7,12,3,Baloncesto
53843,Atakan Erdek,"Jun 26, 2001",2001,6,26,2,Baloncesto
